Product_Weight,Product_Sugar_Content,Product_Allocated_Area,Product_Type,Product_MRP,Store_Size,Store_Location_City_Type,Store_Type,Store_Age
12.21,Low Sugar,0.049,Fruits and Vegetables,147.84,Medium,Tier 2,Supermarket Type2,17
12.57,Low Sugar,0.036,Fruits and Vegetables,143.09,Medium,Tier 2,Supermarket Type2,17
8.5,Regular,0.026,Dairy,158.22,Medium,Tier 2,Supermarket Type2,17
16.1,Low Sugar,0.034,Starchy Foods,193.49,Medium,Tier 1,Departmental Store,27
13.27,Low Sugar,0.035,Canned,157.42,Medium,Tier 2,Supermarket Type2,17
12.45,Low Sugar,0.045,Frozen Foods,143.25,Medium,Tier 2,Supermarket Type2,17
10.76,Low Sugar,0.035,Frozen Foods,138.59,Medium,Tier 2,Supermarket Type2,17
11.47,Low Sugar,0.059,Fruits and Vegetables,144.01,Medium,Tier 2,Supermarket Type2,17
14.71,Low Sugar,0.038,Dairy,205.11,Medium,Tier 1,Departmental Store,27
15.97,Regular,0.057,Fruits and Vegetables,170.65,High,Tier 2,Supermarket Type1,39
14.21,Low Sugar,0.078,Snack Foods,123.73,Medium,Tier 2,Supermarket Type2,17
11.75,No Sugar,0.086,Health and Hygiene,122.61,Medium,Tier 2,Supermarket Type2,17
9.47,No Sugar,0.065,Household,177.81,Medium,Tier 2,Supermarket Type2,17
14.78,Regular,0.018,Canned,188.4,High,Tier 2,Supermarket Type1,39
11.39,Low Sugar,0.033,Fruits and Vegetables,127.97,Medium,Tier 2,Supermarket Type2,17
11.44,Low Sugar,0.042,Canned,153.91,Medium,Tier 2,Supermarket Type2,17
13.79,Regular,0.21,Baking Goods,154.03,Medium,Tier 2,Supermarket Type2,17
18.04,No Sugar,0.054,Others,223.08,Medium,Tier 1,Departmental Store,27
11.0,reg,0.054,Breakfast,180.37,Medium,Tier 2,Supermarket Type2,17
13.45,Regular,0.038,Hard Drinks,133.56,Medium,Tier 2,Supermarket Type2,17
11.3,No Sugar,0.042,Health and Hygiene,154.99,Medium,Tier 2,Supermarket Type2,17
12.85,No Sugar,0.046,Household,136.75,Medium,Tier 2,Supermarket Type2,17
11.36,Low Sugar,0.024,Dairy,87.74,Small,Tier 3,Food Mart,28
16.19,Low Sugar,0.123,Meat,225.35,Medium,Tier 1,Departmental Store,27
15.3,Low Sugar,0.019,Dairy,198.23,Medium,Tier 1,Departmental Store,27
13.05,Regular,0.065,Frozen Foods,161.83,Medium,Tier 2,Supermarket Type2,17
15.05,Low Sugar,0.016,Snack Foods,154.62,High,Tier 2,Supermarket Type1,39
13.9,No Sugar,0.128,Health and Hygiene,140.59,Medium,Tier 2,Supermarket Type2,17
11.56,No Sugar,0.048,Household,188.35,High,Tier 2,Supermarket Type1,39
13.16,Regular,0.1,Canned,166.38,Medium,Tier 2,Supermarket Type2,17
9.66,No Sugar,0.042,Health and Hygiene,127.15,High,Tier 2,Supermarket Type1,39
12.77,Regular,0.094,Meat,176.93,High,Tier 2,Supermarket Type1,39
16.47,Low Sugar,0.059,Seafood,128.65,Medium,Tier 2,Supermarket Type2,17
12.46,Regular,0.07,Fruits and Vegetables,93.19,High,Tier 2,Supermarket Type1,39
11.3,Low Sugar,0.039,Dairy,102.35,Small,Tier 3,Food Mart,28
11.09,No Sugar,0.021,Household,157.97,Medium,Tier 2,Supermarket Type2,17
14.18,Regular,0.139,Canned,131.76,Medium,Tier 2,Supermarket Type2,17
20.31,Low Sugar,0.131,Snack Foods,190.63,Medium,Tier 1,Departmental Store,27
14.7,Low Sugar,0.023,Frozen Foods,154.41,High,Tier 2,Supermarket Type1,39
13.83,Regular,0.055,Breakfast,106.74,Medium,Tier 2,Supermarket Type2,17
10.18,No Sugar,0.062,Health and Hygiene,138.8,Medium,Tier 2,Supermarket Type2,17
13.62,Low Sugar,0.011,Snack Foods,177.88,Medium,Tier 1,Departmental Store,27
10.93,Regular,0.022,Meat,202.82,Medium,Tier 1,Departmental Store,27
11.69,Low Sugar,0.12,Dairy,161.38,Medium,Tier 2,Supermarket Type2,17
13.53,Low Sugar,0.086,Snack Foods,160.32,Medium,Tier 2,Supermarket Type2,17
11.1,Low Sugar,0.137,Frozen Foods,147.9,Medium,Tier 2,Supermarket Type2,17
10.71,Regular,0.096,Frozen Foods,119.7,High,Tier 2,Supermarket Type1,39
12.84,Regular,0.062,Snack Foods,183.08,Medium,Tier 1,Departmental Store,27
15.49,Regular,0.029,Soft Drinks,155.16,Medium,Tier 1,Departmental Store,27
17.96,Low Sugar,0.039,Soft Drinks,170.04,High,Tier 2,Supermarket Type1,39
15.82,No Sugar,0.174,Health and Hygiene,156.17,Medium,Tier 1,Departmental Store,27
11.1,Low Sugar,0.008,Dairy,153.22,Medium,Tier 2,Supermarket Type2,17
12.04,Regular,0.011,Meat,128.04,Medium,Tier 2,Supermarket Type2,17
13.55,Low Sugar,0.079,Fruits and Vegetables,124.94,Medium,Tier 2,Supermarket Type2,17
12.52,Regular,0.095,Frozen Foods,174.45,Medium,Tier 2,Supermarket Type2,17
13.0,No Sugar,0.027,Health and Hygiene,161.88,Medium,Tier 2,Supermarket Type2,17
14.18,Regular,0.047,Snack Foods,119.22,Medium,Tier 2,Supermarket Type2,17
9.66,Low Sugar,0.024,Snack Foods,101.85,Small,Tier 3,Food Mart,28
11.8,Low Sugar,0.014,Fruits and Vegetables,176.73,Medium,Tier 2,Supermarket Type2,17
10.59,Low Sugar,0.086,Snack Foods,148.3,Medium,Tier 2,Supermarket Type2,17
11.49,Regular,0.039,Frozen Foods,107.78,High,Tier 2,Supermarket Type1,39
13.74,Regular,0.028,Meat,184.46,Medium,Tier 1,Departmental Store,27
13.19,Low Sugar,0.186,Soft Drinks,135.29,Medium,Tier 2,Supermarket Type2,17
12.09,Low Sugar,0.131,Snack Foods,131.26,Small,Tier 3,Food Mart,28
7.64,Low Sugar,0.019,Meat,41.84,Small,Tier 3,Food Mart,28
12.29,Regular,0.108,Starchy Foods,156.35,Medium,Tier 2,Supermarket Type2,17
14.09,Low Sugar,0.067,Baking Goods,187.3,High,Tier 2,Supermarket Type1,39
10.09,No Sugar,0.038,Health and Hygiene,150.73,Medium,Tier 2,Supermarket Type2,17
14.58,Regular,0.011,Baking Goods,144.79,Medium,Tier 2,Supermarket Type2,17
12.41,No Sugar,0.039,Household,133.28,Medium,Tier 2,Supermarket Type2,17
12.43,Regular,0.044,Frozen Foods,160.44,Medium,Tier 2,Supermarket Type2,17
11.05,Regular,0.16,Baking Goods,163.96,Medium,Tier 2,Supermarket Type2,17
13.73,Regular,0.078,Meat,153.86,Medium,Tier 2,Supermarket Type2,17
12.37,Regular,0.049,Baking Goods,181.19,Medium,Tier 1,Departmental Store,27
11.68,Low Sugar,0.125,Frozen Foods,111.67,Medium,Tier 2,Supermarket Type2,17
9.9,Low Sugar,0.015,Frozen Foods,126.82,High,Tier 2,Supermarket Type1,39
12.81,Low Sugar,0.094,Soft Drinks,141.59,Medium,Tier 2,Supermarket Type2,17
14.57,Low Sugar,0.027,Frozen Foods,205.45,Medium,Tier 1,Departmental Store,27
10.36,Low Sugar,0.042,Fruits and Vegetables,154.75,Medium,Tier 2,Supermarket Type2,17
11.3,Low Sugar,0.074,Canned,153.49,Medium,Tier 2,Supermarket Type2,17
12.25,Regular,0.129,Canned,179.96,High,Tier 2,Supermarket Type1,39
11.88,Low Sugar,0.039,Canned,91.12,Small,Tier 3,Food Mart,28
10.9,Low Sugar,0.036,Baking Goods,107.79,Small,Tier 3,Food Mart,28
11.19,Low Sugar,0.077,Baking Goods,160.45,Medium,Tier 2,Supermarket Type2,17
13.54,Low Sugar,0.113,Fruits and Vegetables,221.75,Medium,Tier 1,Departmental Store,27
8.87,Low Sugar,0.042,Canned,113.46,Small,Tier 3,Food Mart,28
14.13,No Sugar,0.049,Household,130.21,Medium,Tier 2,Supermarket Type2,17
11.17,Low Sugar,0.036,Soft Drinks,118.58,Medium,Tier 2,Supermarket Type2,17
13.88,Low Sugar,0.141,Dairy,196.47,High,Tier 2,Supermarket Type1,39
14.7,Low Sugar,0.178,Dairy,157.63,High,Tier 2,Supermarket Type1,39
7.91,No Sugar,0.119,Health and Hygiene,122.78,Small,Tier 3,Food Mart,28
10.56,Low Sugar,0.1,Snack Foods,92.82,Small,Tier 3,Food Mart,28
13.73,Low Sugar,0.137,Fruits and Vegetables,192.14,High,Tier 2,Supermarket Type1,39
14.12,No Sugar,0.051,Household,165.15,High,Tier 2,Supermarket Type1,39
11.14,Regular,0.026,Snack Foods,144.51,Medium,Tier 2,Supermarket Type2,17
10.97,reg,0.023,Baking Goods,146.95,Medium,Tier 2,Supermarket Type2,17
11.43,No Sugar,0.079,Household,133.54,Medium,Tier 2,Supermarket Type2,17
12.76,Regular,0.016,Baking Goods,168.41,Medium,Tier 2,Supermarket Type2,17
16.45,No Sugar,0.074,Health and Hygiene,119.11,Medium,Tier 2,Supermarket Type2,17
9.52,Low Sugar,0.076,Dairy,128.96,High,Tier 2,Supermarket Type1,39
13.26,No Sugar,0.027,Health and Hygiene,173.33,High,Tier 2,Supermarket Type1,39
13.73,No Sugar,0.089,Household,172.36,Medium,Tier 1,Departmental Store,27
8.8,Regular,0.024,Snack Foods,127.36,Small,Tier 3,Food Mart,28
10.42,No Sugar,0.11,Health and Hygiene,128.48,Medium,Tier 2,Supermarket Type2,17
14.14,No Sugar,0.13,Health and Hygiene,174.86,Medium,Tier 1,Departmental Store,27
12.66,Low Sugar,0.105,Dairy,191.4,Medium,Tier 1,Departmental Store,27
12.04,No Sugar,0.121,Household,149.5,Medium,Tier 2,Supermarket Type2,17
11.18,No Sugar,0.057,Health and Hygiene,141.09,Medium,Tier 2,Supermarket Type2,17
14.73,Low Sugar,0.023,Fruits and Vegetables,113.04,Medium,Tier 2,Supermarket Type2,17
13.23,Low Sugar,0.104,Dairy,137.7,Medium,Tier 2,Supermarket Type2,17
11.37,Regular,0.027,Starchy Foods,156.26,Medium,Tier 2,Supermarket Type2,17
15.09,Regular,0.058,Frozen Foods,117.38,Medium,Tier 2,Supermarket Type2,17
14.1,Low Sugar,0.091,Soft Drinks,174.64,Medium,Tier 1,Departmental Store,27
11.98,Regular,0.03,Frozen Foods,146.34,Medium,Tier 2,Supermarket Type2,17
13.3,No Sugar,0.03,Health and Hygiene,136.75,Medium,Tier 2,Supermarket Type2,17
9.9,Regular,0.015,Meat,85.56,Small,Tier 3,Food Mart,28
15.27,Low Sugar,0.013,Dairy,166.56,Medium,Tier 1,Departmental Store,27
14.5,Low Sugar,0.072,Meat,154.7,High,Tier 2,Supermarket Type1,39
11.47,Low Sugar,0.052,Fruits and Vegetables,194.64,High,Tier 2,Supermarket Type1,39
9.47,Regular,0.049,Snack Foods,142.76,Medium,Tier 2,Supermarket Type2,17
12.26,Low Sugar,0.077,Snack Foods,113.37,Medium,Tier 2,Supermarket Type2,17
10.2,Regular,0.055,Fruits and Vegetables,117.14,Small,Tier 3,Food Mart,28
14.41,No Sugar,0.019,Health and Hygiene,143.79,Medium,Tier 2,Supermarket Type2,17
16.38,Low Sugar,0.029,Snack Foods,160.63,High,Tier 2,Supermarket Type1,39
12.99,Low Sugar,0.043,Fruits and Vegetables,125.58,Medium,Tier 2,Supermarket Type2,17
11.24,Low Sugar,0.041,Meat,118.24,Medium,Tier 2,Supermarket Type2,17
12.37,Low Sugar,0.039,Soft Drinks,124.24,Medium,Tier 2,Supermarket Type2,17
5.81,Low Sugar,0.053,Snack Foods,68.8,Small,Tier 3,Food Mart,28
8.76,Low Sugar,0.057,Fruits and Vegetables,114.21,Small,Tier 3,Food Mart,28
13.93,Low Sugar,0.031,Soft Drinks,164.12,High,Tier 2,Supermarket Type1,39
13.71,Low Sugar,0.021,Fruits and Vegetables,137.33,Medium,Tier 2,Supermarket Type2,17
14.12,No Sugar,0.083,Others,171.03,Medium,Tier 1,Departmental Store,27
13.42,Regular,0.033,Baking Goods,148.54,Medium,Tier 2,Supermarket Type2,17
11.32,Low Sugar,0.072,Frozen Foods,123.07,Medium,Tier 2,Supermarket Type2,17
11.16,Low Sugar,0.039,Snack Foods,171.62,Medium,Tier 2,Supermarket Type2,17
13.61,Low Sugar,0.124,Dairy,157.98,Medium,Tier 2,Supermarket Type2,17
14.39,Low Sugar,0.019,Dairy,164.5,Medium,Tier 1,Departmental Store,27
12.04,Regular,0.078,Snack Foods,144.72,Medium,Tier 2,Supermarket Type2,17
13.62,reg,0.03,Fruits and Vegetables,172.98,Medium,Tier 1,Departmental Store,27
11.16,Low Sugar,0.04,Snack Foods,126.22,Medium,Tier 2,Supermarket Type2,17
13.93,Low Sugar,0.114,Baking Goods,151.26,Medium,Tier 2,Supermarket Type2,17
15.78,Regular,0.291,Meat,150.61,Medium,Tier 1,Departmental Store,27
11.26,Low Sugar,0.011,Snack Foods,169.23,Medium,Tier 2,Supermarket Type2,17
15.15,Regular,0.021,Snack Foods,130.79,Medium,Tier 2,Supermarket Type2,17
11.34,Low Sugar,0.013,Baking Goods,90.26,Small,Tier 3,Food Mart,28
13.44,Regular,0.035,Dairy,156.55,Medium,Tier 2,Supermarket Type2,17
9.79,Low Sugar,0.1,Dairy,96.07,Small,Tier 3,Food Mart,28
8.94,No Sugar,0.087,Health and Hygiene,108.35,Small,Tier 3,Food Mart,28
12.32,No Sugar,0.079,Health and Hygiene,128.42,Medium,Tier 2,Supermarket Type2,17
12.31,reg,0.067,Frozen Foods,172.49,Medium,Tier 2,Supermarket Type2,17
12.67,No Sugar,0.038,Health and Hygiene,150.51,Medium,Tier 2,Supermarket Type2,17
10.52,Low Sugar,0.044,Baking Goods,87.07,Small,Tier 3,Food Mart,28
12.32,Low Sugar,0.031,Dairy,117.31,Medium,Tier 2,Supermarket Type2,17
10.95,Low Sugar,0.027,Meat,191.65,Medium,Tier 2,Supermarket Type2,17
13.87,Regular,0.085,Baking Goods,141.25,Medium,Tier 2,Supermarket Type2,17
9.2,Low Sugar,0.085,Baking Goods,109.8,Small,Tier 3,Food Mart,28
14.32,Low Sugar,0.013,Baking Goods,182.57,High,Tier 2,Supermarket Type1,39
14.4,Low Sugar,0.091,Snack Foods,193.78,High,Tier 2,Supermarket Type1,39
12.21,Low Sugar,0.021,Frozen Foods,142.91,Medium,Tier 2,Supermarket Type2,17
11.41,Regular,0.034,Canned,131.14,Medium,Tier 2,Supermarket Type2,17
11.13,Low Sugar,0.047,Dairy,102.23,Small,Tier 3,Food Mart,28
8.67,No Sugar,0.014,Health and Hygiene,131.35,Small,Tier 3,Food Mart,28
16.06,Low Sugar,0.096,Frozen Foods,147.46,Medium,Tier 1,Departmental Store,27
13.21,Low Sugar,0.042,Canned,171.81,High,Tier 2,Supermarket Type1,39
11.56,Low Sugar,0.027,Baking Goods,126.98,Medium,Tier 2,Supermarket Type2,17
15.32,Low Sugar,0.031,Fruits and Vegetables,166.32,Medium,Tier 1,Departmental Store,27
11.43,Low Sugar,0.071,Hard Drinks,131.75,Medium,Tier 2,Supermarket Type2,17
14.26,Low Sugar,0.115,Soft Drinks,169.85,Medium,Tier 1,Departmental Store,27
16.5,Low Sugar,0.054,Dairy,152.48,Medium,Tier 1,Departmental Store,27
12.91,Low Sugar,0.047,Fruits and Vegetables,163.6,Medium,Tier 2,Supermarket Type2,17
11.61,Low Sugar,0.173,Canned,159.99,Medium,Tier 2,Supermarket Type2,17
12.57,Low Sugar,0.052,Baking Goods,119.79,Medium,Tier 2,Supermarket Type2,17
11.87,Low Sugar,0.14,Starchy Foods,128.01,Medium,Tier 2,Supermarket Type2,17
18.3,Low Sugar,0.018,Canned,151.98,Medium,Tier 1,Departmental Store,27
13.7,Regular,0.122,Frozen Foods,130.94,Medium,Tier 2,Supermarket Type2,17
12.73,Low Sugar,0.042,Fruits and Vegetables,143.71,Medium,Tier 2,Supermarket Type2,17
14.42,Low Sugar,0.048,Fruits and Vegetables,164.97,Medium,Tier 1,Departmental Store,27
13.01,Low Sugar,0.043,Frozen Foods,162.94,Medium,Tier 2,Supermarket Type2,17
9.1,Regular,0.067,Dairy,189.09,Medium,Tier 2,Supermarket Type2,17
13.2,Low Sugar,0.077,Fruits and Vegetables,136.92,Medium,Tier 2,Supermarket Type2,17
17.37,No Sugar,0.112,Health and Hygiene,193.46,Medium,Tier 1,Departmental Store,27
11.57,No Sugar,0.041,Health and Hygiene,112.41,Medium,Tier 2,Supermarket Type2,17
15.25,Regular,0.052,Hard Drinks,165.85,Medium,Tier 1,Departmental Store,27
11.44,Low Sugar,0.038,Breads,99.71,Small,Tier 3,Food Mart,28
13.58,No Sugar,0.086,Household,170.01,Small,Tier 3,Food Mart,28
13.61,Low Sugar,0.177,Fruits and Vegetables,167.03,High,Tier 2,Supermarket Type1,39
9.45,Low Sugar,0.047,Snack Foods,95.95,Small,Tier 3,Food Mart,28
11.79,Low Sugar,0.023,Fruits and Vegetables,154.96,Medium,Tier 2,Supermarket Type2,17
9.63,Regular,0.162,Dairy,108.43,Small,Tier 3,Food Mart,28
12.71,Low Sugar,0.072,Snack Foods,171.51,Medium,Tier 2,Supermarket Type2,17
10.68,Regular,0.103,Canned,110.65,Small,Tier 3,Food Mart,28
11.86,Low Sugar,0.049,Fruits and Vegetables,150.58,Medium,Tier 2,Supermarket Type2,17
12.07,Low Sugar,0.013,Frozen Foods,151.58,Medium,Tier 2,Supermarket Type2,17
12.92,Low Sugar,0.052,Dairy,129.27,Medium,Tier 2,Supermarket Type2,17
13.95,Low Sugar,0.113,Meat,143.31,Medium,Tier 2,Supermarket Type2,17
13.93,Low Sugar,0.082,Dairy,182.74,Medium,Tier 1,Departmental Store,27
13.94,No Sugar,0.022,Health and Hygiene,191.19,High,Tier 2,Supermarket Type1,39
11.83,Regular,0.12,Meat,124.6,Medium,Tier 2,Supermarket Type2,17
11.67,Regular,0.107,Snack Foods,122.42,Medium,Tier 2,Supermarket Type2,17
11.94,No Sugar,0.089,Others,97.93,Small,Tier 3,Food Mart,28
13.96,Low Sugar,0.09,Baking Goods,133.13,Medium,Tier 2,Supermarket Type2,17
7.62,Low Sugar,0.136,Canned,62.17,Small,Tier 3,Food Mart,28
11.98,Regular,0.085,Hard Drinks,112.33,Medium,Tier 2,Supermarket Type2,17
13.71,Regular,0.121,Seafood,162.82,High,Tier 2,Supermarket Type1,39
11.4,No Sugar,0.126,Others,116.4,Medium,Tier 2,Supermarket Type2,17
9.98,Regular,0.027,Baking Goods,125.22,High,Tier 2,Supermarket Type1,39
15.75,No Sugar,0.031,Health and Hygiene,131.43,Medium,Tier 2,Supermarket Type2,17
11.12,Regular,0.066,Soft Drinks,181.96,Medium,Tier 2,Supermarket Type2,17
10.82,Regular,0.073,Frozen Foods,106.25,Small,Tier 3,Food Mart,28
12.02,Low Sugar,0.032,Hard Drinks,132.36,Medium,Tier 2,Supermarket Type2,17
13.05,Low Sugar,0.168,Snack Foods,137.46,Medium,Tier 2,Supermarket Type2,17
9.3,Low Sugar,0.024,Dairy,102.53,Small,Tier 3,Food Mart,28
13.4,No Sugar,0.129,Household,191.29,High,Tier 2,Supermarket Type1,39
13.9,Low Sugar,0.033,Soft Drinks,187.96,High,Tier 2,Supermarket Type1,39
10.54,Regular,0.062,Frozen Foods,124.14,Medium,Tier 2,Supermarket Type2,17
15.55,Regular,0.025,Fruits and Vegetables,163.35,Medium,Tier 1,Departmental Store,27
15.58,Low Sugar,0.014,Snack Foods,192.36,Medium,Tier 1,Departmental Store,27
15.16,Regular,0.104,Breakfast,174.94,High,Tier 2,Supermarket Type1,39
11.57,No Sugar,0.298,Health and Hygiene,174.65,Medium,Tier 1,Departmental Store,27
10.87,Regular,0.067,Fruits and Vegetables,147.96,Medium,Tier 2,Supermarket Type2,17
14.19,No Sugar,0.155,Household,118.28,Medium,Tier 2,Supermarket Type2,17
14.73,Regular,0.139,Starchy Foods,170.69,Medium,Tier 1,Departmental Store,27
16.85,Low Sugar,0.032,Canned,178.33,Medium,Tier 1,Departmental Store,27
12.56,Regular,0.066,Baking Goods,145.21,Medium,Tier 2,Supermarket Type2,17
11.28,Low Sugar,0.076,Meat,162.31,Medium,Tier 2,Supermarket Type2,17
10.97,Regular,0.128,Snack Foods,112.59,High,Tier 2,Supermarket Type1,39
10.76,Low Sugar,0.025,Meat,186.22,Medium,Tier 2,Supermarket Type2,17
15.75,No Sugar,0.059,Household,171.93,High,Tier 2,Supermarket Type1,39
13.19,Regular,0.049,Canned,144.04,Medium,Tier 2,Supermarket Type2,17
11.55,Low Sugar,0.038,Fruits and Vegetables,144.6,Medium,Tier 2,Supermarket Type2,17
19.91,Low Sugar,0.067,Snack Foods,174.4,Medium,Tier 1,Departmental Store,27
15.78,Low Sugar,0.083,Canned,198.38,Medium,Tier 1,Departmental Store,27
10.62,Low Sugar,0.054,Fruits and Vegetables,131.01,Medium,Tier 2,Supermarket Type2,17
11.14,Low Sugar,0.015,Dairy,201.78,Medium,Tier 1,Departmental Store,27
15.44,Regular,0.056,Fruits and Vegetables,202.42,Medium,Tier 1,Departmental Store,27
14.38,Low Sugar,0.073,Dairy,206.22,Medium,Tier 1,Departmental Store,27
11.49,Regular,0.05,Fruits and Vegetables,143.55,Medium,Tier 2,Supermarket Type2,17
13.04,No Sugar,0.16,Household,134.52,Medium,Tier 2,Supermarket Type2,17
12.72,Low Sugar,0.274,Baking Goods,108.08,Medium,Tier 2,Supermarket Type2,17
14.58,No Sugar,0.295,Health and Hygiene,161.96,High,Tier 2,Supermarket Type1,39
12.55,Regular,0.024,Dairy,147.68,Medium,Tier 2,Supermarket Type2,17
15.74,Low Sugar,0.166,Meat,157.48,Medium,Tier 1,Departmental Store,27
14.92,Regular,0.053,Fruits and Vegetables,157.72,High,Tier 2,Supermarket Type1,39
14.94,Regular,0.018,Dairy,196.74,High,Tier 2,Supermarket Type1,39
10.02,Regular,0.026,Frozen Foods,115.99,Small,Tier 3,Food Mart,28
14.69,Low Sugar,0.053,Fruits and Vegetables,152.72,High,Tier 2,Supermarket Type1,39
12.53,Low Sugar,0.072,Breads,148.53,Medium,Tier 2,Supermarket Type2,17
13.0,Low Sugar,0.027,Frozen Foods,146.74,Medium,Tier 2,Supermarket Type2,17
12.44,Low Sugar,0.047,Baking Goods,124.29,Medium,Tier 1,Departmental Store,27
13.24,Regular,0.131,Canned,171.54,High,Tier 2,Supermarket Type1,39
15.31,Low Sugar,0.123,Snack Foods,146.65,High,Tier 2,Supermarket Type1,39
11.96,Low Sugar,0.062,Frozen Foods,143.25,Medium,Tier 2,Supermarket Type2,17
9.34,Low Sugar,0.026,Snack Foods,87.95,Small,Tier 3,Food Mart,28
10.9,Regular,0.083,Snack Foods,121.33,Medium,Tier 2,Supermarket Type2,17
10.64,No Sugar,0.123,Household,180.89,Medium,Tier 2,Supermarket Type2,17
13.7,No Sugar,0.09,Health and Hygiene,181.34,Medium,Tier 1,Departmental Store,27
10.77,Low Sugar,0.014,Frozen Foods,129.05,Medium,Tier 2,Supermarket Type2,17
12.6,Regular,0.131,Canned,164.77,Medium,Tier 2,Supermarket Type2,17
12.52,Low Sugar,0.03,Baking Goods,123.79,Medium,Tier 2,Supermarket Type2,17
12.74,Regular,0.087,Dairy,177.62,High,Tier 2,Supermarket Type1,39
15.5,Low Sugar,0.069,Soft Drinks,168.03,Medium,Tier 1,Departmental Store,27
10.88,Regular,0.184,Canned,136.57,Medium,Tier 2,Supermarket Type2,17
14.0,Regular,0.041,Meat,157.91,Medium,Tier 2,Supermarket Type2,17
9.92,No Sugar,0.104,Health and Hygiene,120.78,Small,Tier 3,Food Mart,28
8.91,Regular,0.026,Canned,132.93,High,Tier 2,Supermarket Type1,39
11.68,Low Sugar,0.053,Baking Goods,141.24,Medium,Tier 2,Supermarket Type2,17
12.01,Low Sugar,0.043,Breads,134.66,Medium,Tier 2,Supermarket Type2,17
11.15,No Sugar,0.019,Health and Hygiene,148.13,Medium,Tier 2,Supermarket Type2,17
11.24,Low Sugar,0.046,Snack Foods,149.78,Medium,Tier 2,Supermarket Type2,17
8.21,Low Sugar,0.018,Dairy,87.91,Small,Tier 3,Food Mart,28
15.43,Regular,0.094,Baking Goods,160.66,Medium,Tier 1,Departmental Store,27
14.45,Low Sugar,0.042,Meat,170.68,Small,Tier 3,Food Mart,28
15.66,Low Sugar,0.053,Soft Drinks,162.81,Medium,Tier 1,Departmental Store,27
15.17,Low Sugar,0.12,Meat,124.25,Medium,Tier 2,Supermarket Type2,17
11.24,Low Sugar,0.031,Soft Drinks,130.26,Medium,Tier 2,Supermarket Type2,17
11.0,Low Sugar,0.035,Fruits and Vegetables,147.9,Medium,Tier 2,Supermarket Type2,17
15.34,Low Sugar,0.024,Baking Goods,185.01,High,Tier 2,Supermarket Type1,39
10.72,No Sugar,0.031,Health and Hygiene,168.18,Medium,Tier 2,Supermarket Type2,17
14.41,Low Sugar,0.019,Snack Foods,117.74,Medium,Tier 2,Supermarket Type2,17
13.3,Low Sugar,0.142,Snack Foods,166.26,Medium,Tier 2,Supermarket Type2,17
15.77,Regular,0.035,Snack Foods,209.79,Medium,Tier 1,Departmental Store,27
14.49,Low Sugar,0.011,Dairy,203.67,Medium,Tier 1,Departmental Store,27
7.73,Low Sugar,0.022,Soft Drinks,136.35,Small,Tier 3,Food Mart,28
10.72,Low Sugar,0.163,Soft Drinks,150.44,Medium,Tier 2,Supermarket Type2,17
12.65,Low Sugar,0.078,Starchy Foods,98.99,High,Tier 2,Supermarket Type1,39
17.21,Low Sugar,0.058,Meat,166.04,Medium,Tier 1,Departmental Store,27
10.41,Low Sugar,0.045,Fruits and Vegetables,94.13,Small,Tier 3,Food Mart,28
10.03,Regular,0.166,Snack Foods,139.29,Medium,Tier 2,Supermarket Type2,17
11.81,No Sugar,0.039,Health and Hygiene,155.01,Medium,Tier 2,Supermarket Type2,17
12.65,Regular,0.048,Canned,80.12,Small,Tier 3,Food Mart,28
8.96,No Sugar,0.01,Household,137.06,High,Tier 2,Supermarket Type1,39
12.37,Regular,0.096,Fruits and Vegetables,159.01,Medium,Tier 2,Supermarket Type2,17
12.57,Regular,0.168,Canned,162.39,Medium,Tier 2,Supermarket Type2,17
9.54,Regular,0.077,Breakfast,89.16,Small,Tier 3,Food Mart,28
16.59,No Sugar,0.077,Others,151.9,Medium,Tier 1,Departmental Store,27
9.98,Regular,0.129,Snack Foods,110.72,Small,Tier 3,Food Mart,28
10.15,Low Sugar,0.032,Baking Goods,60.22,Small,Tier 3,Food Mart,28
16.92,Regular,0.041,Snack Foods,178.04,Medium,Tier 1,Departmental Store,27
12.76,Low Sugar,0.035,Snack Foods,158.59,Medium,Tier 2,Supermarket Type2,17
13.59,No Sugar,0.007,Household,145.95,Medium,Tier 2,Supermarket Type2,17
12.23,Low Sugar,0.064,Breads,171.55,Medium,Tier 2,Supermarket Type2,17
12.95,Low Sugar,0.089,Canned,153.25,Medium,Tier 2,Supermarket Type2,17
11.79,Regular,0.038,Snack Foods,143.49,Medium,Tier 2,Supermarket Type2,17
11.12,No Sugar,0.026,Household,104.77,Small,Tier 3,Food Mart,28
12.84,Low Sugar,0.046,Baking Goods,144.7,Medium,Tier 2,Supermarket Type2,17
16.4,Low Sugar,0.038,Soft Drinks,166.56,High,Tier 2,Supermarket Type1,39
11.82,Low Sugar,0.095,Soft Drinks,175.22,Medium,Tier 2,Supermarket Type2,17
13.84,Regular,0.035,Fruits and Vegetables,132.15,Medium,Tier 2,Supermarket Type2,17
11.22,Low Sugar,0.025,Meat,143.32,Medium,Tier 2,Supermarket Type2,17
14.26,Regular,0.026,Meat,181.37,High,Tier 2,Supermarket Type1,39
10.37,Low Sugar,0.018,Canned,111.87,Small,Tier 3,Food Mart,28
12.79,Regular,0.041,Fruits and Vegetables,168.13,Medium,Tier 2,Supermarket Type2,17
